area,floorRange,propertyType,district,typeOfArea,tenure,street,project,marketSegment,property_key
87.0,16-20,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-8b1edbbc9
100.0,16-20,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-b43a17efa
170.0,26-30,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-9cd6492e2
78.0,06-10,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-70ea33d80
100.0,26-30,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-68f98fd34
41.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-677957d9d
78.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-843df1e4e
87.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-010ca75f5
113.0,16-20,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-66957b296
113.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-0b900f542
75.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-9f55af709
76.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-9514f5ef3
76.0,06-10,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-728e730a3
126.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-ed56b1acc
96.0,16-20,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-edbc80b9f
199.0,26-30,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-6b05dc134
111.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-9ca2a7a83
126.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-fadc2a3ea
262.0,-,Strata Terrace,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-c7edf6390
129.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-16f37406d
76.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-e01da2c6c
100.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-2fafba18c
275.0,-,Strata Terrace,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-26e3ff7b7
133.0,16-20,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-06d805d64
79.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-93274b753
111.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-d23c60451
123.0,06-10,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-8f528021a
126.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-b9e77f2a9
126.0,06-10,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-962cc85fc
279.0,-,Strata Terrace,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-bdda4f2a6
96.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-f178eb216
81.0,06-10,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-f1210530e
111.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-5328d7a3b
100.0,11-15,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-7bc41faed
55.0,01-05,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-d3b59c80a
96.0,21-25,Condominium,12,Strata,99 yrs lease commencing from 2011,WHAMPOA EAST,EIGHT RIVERSUITES,RCR,p-b94dba1b8
47.0,11-15,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-fe3ec1f0f
49.0,16-20,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-8938ec43d
83.0,11-15,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-7c5eeeaea
82.0,16-20,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-a16615f2c
47.0,06-10,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-100fe2701
49.0,11-15,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-0409b5a18
83.0,06-10,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-3b449a7ac
49.0,06-10,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-e17290507
47.0,16-20,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-de2e9f3dd
83.0,16-20,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-01bd82ad1
309.0,21-25,Apartment,12,Strata,Freehold,JALAN AMPAS,THE VIRIDIAN,RCR,p-d8488ba36
117.0,06-10,Apartment,10,Strata,Freehold,BUKIT TIMAH ROAD,MARTINA MANSIONS,CCR,p-4b494060c
117.0,01-05,Apartment,10,Strata,Freehold,BUKIT TIMAH ROAD,MARTINA MANSIONS,CCR,p-adefcaecb
117.0,11-15,Apartment,10,Strata,Freehold,BUKIT TIMAH ROAD,MARTINA MANSIONS,CCR,p-8473760ac
45.0,01-05,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-daf57b223
79.0,01-05,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-07e3f36d4
92.0,01-05,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-cfe70263c
48.0,06-10,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-cc7519df4
92.0,06-10,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-8e0c1b05c
79.0,06-10,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-01800980c
92.0,11-15,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-e037860ee
45.0,11-15,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-c48f7a848
48.0,11-15,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-d59e19453
79.0,11-15,Apartment,12,Strata,Freehold,ST. MICHAEL'S ROAD,CITY REGENCY,RCR,p-7cc9be855
100.0,21-25,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-60d7d9e6f
100.0,11-15,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-1a17a2b77
136.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-1e1182edd
137.0,06-10,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-d51a17c0e
162.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-6c5e33300
162.0,21-25,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-5330900bd
274.0,21-25,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-e9a7a1c84
139.0,06-10,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-b81432f3e
151.0,11-15,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-50f6de693
100.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-38f71026d
163.0,21-25,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-6c6f334c6
136.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-0cdac4b5d
139.0,11-15,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-12e646121
139.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-6a4dfbdd2
151.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-43695df1b
147.0,16-20,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-015585e56
137.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-887138db2
127.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-dd9a266c8
147.0,01-05,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-ff93e87ab
151.0,06-10,Condominium,10,Strata,Freehold,MOUNT SINAI RISE,THE MARBELLA,CCR,p-ad74e6f04
219.4,-,Semi-detached,11,Land,Freehold,DYSON ROAD,DYSON RITZ,CCR,p-9448613fd
202.6,-,Semi-detached,11,Land,Freehold,DYSON ROAD,DYSON RITZ,CCR,p-b83aaac45
219.9,-,Semi-detached,11,Land,Freehold,DYSON ROAD,DYSON RITZ,CCR,p-7a4b1e809
200.0,-,Semi-detached,11,Land,Freehold,DYSON ROAD,DYSON RITZ,CCR,p-9feff9fbc
105.0,06-10,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-fb16b7289
124.0,06-10,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-1dc389e2b
90.0,06-10,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-4dff301cd
105.0,11-15,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-220188ff0
90.0,01-05,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-9ff96d6c0
100.0,01-05,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-9cd75c5d7
408.0,11-15,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-b580b2777
138.0,11-15,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-024cc0c23
246.0,11-15,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-c55db9b8a
340.0,11-15,Apartment,9,Strata,Freehold,MARTIN ROAD,MARTIN NO 38,CCR,p-cd8abd4a5
210.0,01-05,Apartment,8,Strata,Freehold,RANGOON ROAD,RANGOON VIEW,RCR,p-524362f04
124.0,06-10,Apartment,8,Strata,Freehold,RANGOON ROAD,RANGOON VIEW,RCR,p-a3c78c9c7
124.0,01-05,Apartment,8,Strata,Freehold,RANGOON ROAD,RANGOON VIEW,RCR,p-fab932f37
87.0,01-05,Apartment,11,Strata,Freehold,SHREWSBURY ROAD,TREASURE LOFT,CCR,p-e6747d7f2
225.0,01-05,Apartment,10,Strata,Freehold,HOLLAND ROAD,HOLLAND MEWS,CCR,p-074f5d7ea
84.0,01-05,Apartment,10,Strata,Freehold,HOLLAND ROAD,HOLLAND MEWS,CCR,p-a3341d16f
119.0,01-05,Apartment,10,Strata,Freehold,HOLLAND ROAD,HOLLAND MEWS,CCR,p-04ded9952
234.0,01-05,Apartment,10,Strata,Freehold,HOLLAND ROAD,HOLLAND MEWS,CCR,p-9437cb4bc
917.2,-,Detached,11,Land,Freehold,EVELYN ROAD,ENCHANTÃ‰,CCR,p-c49b2a047
107.0,06-10,Apartment,12,Strata,Freehold,JALAN DUSUN,NEW COURT,RCR,p-458fd01cb
287.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-6f168fa65
293.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-0d9a70699
292.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-5056c7e4c
289.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-b26685839
284.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-398a0f1de
294.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-7bdfe4469
288.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-9368731b3
271.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-047de6812
279.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-cb782af8b
286.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-9d8efbeb1
272.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-46ee82fdd
270.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-41a4f61bc
269.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-4a9eb18d2
282.0,-,Strata Terrace,11,Strata,99 yrs lease commencing from 2006,HILLCREST ROAD,HILLCREST VILLA,CCR,p-f103810ac
40.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-65a57794c
40.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-244503baa
55.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-942164cfc
50.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-e93d42e57
47.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-78ba6f4ee
47.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-53290e33e
50.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-f91c2d98c
51.0,06-10,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-352615dd6
41.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-ad3935334
45.0,01-05,Apartment,14,Strata,Freehold,LORONG 28 GEYLANG,MELOSA,RCR,p-3fa32b52c
726.0,01-05,Apartment,9,Strata,Freehold,SOPHIA ROAD,SOPHIA VILLE,CCR,p-7655d254c
98.0,26-30,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-45160f6db
130.0,16-20,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-56dd5d66a
53.0,16-20,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-dae1855f0
51.0,21-25,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-bc0c469c5
130.0,11-15,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-0140ec4fe
53.0,21-25,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-deca304e2
149.0,11-15,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-880a551ba
51.0,01-05,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-af05b9558
149.0,26-30,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-8eb04fc2b
53.0,11-15,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-fd5df6d4b
130.0,26-30,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-1831c28a3
53.0,06-10,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-2435c5bda
53.0,01-05,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-91af2fa34
51.0,06-10,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-77f2c6ef2
98.0,16-20,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-c6f58fee4
130.0,06-10,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-2f73a0624
51.0,11-15,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-bca6c3e7d
51.0,16-20,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-7fa5007b7
53.0,26-30,Condominium,9,Strata,99 yrs lease commencing from 2010,LEONIE HILL ROAD,OUE TWIN PEAKS,CCR,p-09ead5cf8
112.0,01-05,Apartment,11,Strata,Freehold,CHANCERY LANE,CHANCERY ESQUIRE,CCR,p-895c73479
117.0,01-05,Apartment,11,Strata,Freehold,CHANCERY LANE,CHANCERY ESQUIRE,CCR,p-baf326a82
120.0,01-05,Apartment,11,Strata,Freehold,CHANCERY LANE,CHANCERY ESQUIRE,CCR,p-0fef79a41
77.0,06-10,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-8e415c866
95.0,06-10,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-a7983f670
70.0,01-05,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-b5b4314ed
44.0,01-05,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-fbf5ad3c1
61.0,01-05,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-19bba1003
56.0,01-05,Apartment,8,Strata,Freehold,RACE COURSE LANE,CITY STUDIOS,RCR,p-2ddacb3bb
104.0,06-10,Apartment,10,Strata,Freehold,ROBIN ROAD,PROXIMO,CCR,p-3619c120e
104.0,11-15,Apartment,10,Strata,Freehold,ROBIN ROAD,PROXIMO,CCR,p-532767d4e
137.0,06-10,Apartment,10,Strata,Freehold,ROBIN ROAD,PROXIMO,CCR,p-eccc27d03
104.0,01-05,Apartment,10,Strata,Freehold,ROBIN ROAD,PROXIMO,CCR,p-ba5dfcb79
85.0,06-10,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-10e48b3c1
70.0,06-10,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-c4c9a59dc
70.0,01-05,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-af4ec03ae
85.0,11-15,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-8540a4614
70.0,11-15,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-79e3504b3
45.0,11-15,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-b72fd88b1
67.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-2e52a61f5
56.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-add5d1386
65.0,06-10,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-7c83d31d8
46.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-485f24297
46.0,06-10,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-252b57ee5
46.0,11-15,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-c4dc7b524
71.0,06-10,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-70516c1f9
46.0,01-05,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-a046e175b
55.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-32b3db7b6
80.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-7b96c2139
121.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-d910577fa
45.0,16-20,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-13c1f2858
85.0,01-05,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-b72fb157b
71.0,11-15,Apartment,11,Strata,Freehold,AKYAB ROAD,ZEDGE,CCR,p-1701ef657
117.0,06-10,Apartment,12,Strata,Freehold,KIM KEAT ROAD,KIM KEAT LODGE,RCR,p-478e3754d
128.0,06-10,Apartment,12,Strata,Freehold,KIM KEAT ROAD,KIM KEAT LODGE,RCR,p-ddc784e13
117.0,01-05,Apartment,12,Strata,Freehold,KIM KEAT ROAD,KIM KEAT LODGE,RCR,p-851e5f434
188.0,06-10,Apartment,12,Strata,Freehold,KIM KEAT ROAD,KIM KEAT LODGE,RCR,p-484161c4c
936.9,-,Detached,10,Land,Freehold,JALAN HARUM,OEI TIONG HAM PARK,CCR,p-6b83b40a2
958.2,-,Detached,10,Land,Freehold,JALAN HARUM,OEI TIONG HAM PARK,CCR,p-c5604703f
802.0,-,Detached,10,Land,Freehold,JALAN HARUM,OEI TIONG HAM PARK,CCR,p-0be21a283
238.0,01-05,Apartment,10,Strata,Freehold,RIVER VALLEY ROAD,CRYSTAL COURT,CCR,p-9ed2dc2f0
103.0,01-05,Apartment,10,Strata,Freehold,RIVER VALLEY ROAD,CRYSTAL COURT,CCR,p-db120b7ec
143.0,01-05,Apartment,10,Strata,Freehold,RIVER VALLEY ROAD,CRYSTAL COURT,CCR,p-7974a72d1
112.0,01-05,Apartment,10,Strata,Freehold,RIVER VALLEY ROAD,CRYSTAL COURT,CCR,p-9b0c073fe
144.0,06-10,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-53d004b62
102.0,06-10,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-f0f4d3b41
108.0,16-20,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-7774a7a37
108.0,11-15,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-1c23836b1
116.0,01-05,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-a548278ae
146.0,11-15,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-04fb67dda
116.0,11-15,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-ecbc804f8
231.0,16-20,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-5d8973cde
144.0,11-15,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-2d9d3ce7d
116.0,06-10,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-1931862b5
144.0,01-05,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-aeadd20d6
102.0,01-05,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-87822f4a7
108.0,06-10,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-7ea7a0010
125.0,16-20,Apartment,9,Strata,Freehold,KAMPONG JAVA ROAD,PARC CENTENNIAL,CCR,p-4c18fcb16
167.0,06-10,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-e03e76010
206.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-93176065d
167.0,01-05,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-0d692c1ed
206.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-44e1cd9fb
167.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-770e78894
167.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-6d2f80319
206.0,06-10,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-e79264fcf
512.0,26-30,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-b7c5a424e
130.0,06-10,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-fd27f28ae
130.0,26-30,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-915218e50
130.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-b0c1b9a86
222.0,21-25,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-422a5bcd6
206.0,01-05,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-73fa5e0b6
222.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-6b6fa7567
206.0,16-20,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-86ac13202
222.0,11-15,Condominium,9,Strata,Freehold,KIM SENG ROAD,THE TRILLIUM,CCR,p-e5918d94e
