street,project,district,lat,lng,num_schools_1km,num_supermarkets_500m,num_mrt_stations_500m
ELIAS ROAD,RIS GRANDEUR,18,1.37379483298163,103.940157628255,4,1,0
EWE BOON ROAD,CLIFTEN,10,1.31771205897928,103.829154889671,8,1,2
JOO CHIAT PLACE,EASTCOVE RESIDENCES,15,1.31443985425782,103.908849449218,3,0,2
JALAN JINTAN,KIM SIA COURT,9,1.30590952063275,103.833909984178,5,6,5
ORCHARD BOULEVARD,3 ORCHARD BY-THE-PARK,10,1.30333338886977,103.824706692914,0,2,4
NEWTON ROAD,NEWTON 21,11,1.31490075979298,103.840460862924,10,2,3
KIM KEAT CLOSE,RESIDENTIAL APARTMENTS,12,1.32372191496957,103.853242143429,2,1,0
LORONG 42 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31436010421726,103.890239883016,7,3,4
PASIR RIS DRIVE 3,EASTVALE,18,1.37460383882424,103.953736505213,4,2,1
MEYER ROAD,THE SEAFRONT ON MEYER,15,1.29688446089582,103.888584074842,4,0,1
LORONG SARINA,THE VINES,14,1.31938865407237,103.908010725574,1,0,2
ONAN ROAD,GALAXY TOWERS,15,1.3148713210213,103.897207799255,6,6,3
THOMSON ROAD,BIRMINGHAM MANSIONS,11,1.3177326204316,103.844909211296,5,5,3
LORONG 37 GEYLANG,GUILIN MANSIONS,14,1.31578777361004,103.889959506676,5,3,4
SIMEI STREET 4,TROPICAL SPRING,18,1.34145315588587,103.955676936598,3,3,2
SEMBAWANG DRIVE,SUN PLAZA,27,1.44819436804175,103.819464386349,4,2,1
LINCOLN ROAD,MIRO,11,1.31393361941559,103.842380394708,9,2,3
LORONG 27 GEYLANG,THE ALCOVE,14,1.31400655260741,103.884015328938,5,4,4
HAIG ROAD,HAIG COURT,15,1.30656471420158,103.898292204928,8,0,2
EVERITT ROAD,RESIDENTIAL APARTMENTS,15,1.31576978281993,103.901550713774,3,6,2
CHANGI ROAD,RESIDENTIAL APARTMENTS,14,1.33748407521777,103.959661548482,3,3,4
JALAN RAJAWALI,GRAND CHATEAU,21,1.34386088362378,103.768589874738,2,0,1
BALESTIER ROAD,RESIDENTIAL APARTMENTS,12,1.32155291219045,103.852891066116,6,2,1
TEMBELING ROAD,TEMBELINA,15,1.30933048675885,103.903299071231,7,3,1
PULASAN ROAD,ROYALE MANSIONS,15,1.31223039181849,103.906376869088,4,1,1
LIM AH PIN ROAD,THE COURTYARD,19,1.36357380310723,103.886627357919,4,0,1
CHU LIN ROAD,HILLVIEW GARDEN ESTATE,23,1.35776916800998,103.760644324026,1,0,2
JALAN LOYANG BESAR,LE LOYANG,17,1.3783509761617,103.956295113266,3,2,1
ANCHORVALE LANE,RIVERCOVE RESIDENCES,19,1.39201362391117,103.884010362877,3,2,0
BOAT QUAY,BOAT QUAY CONSERVATION AREA,1,1.28814297750701,103.848933996224,1,2,9
BALMORAL CRESCENT,THE BALMORAL SPRING,10,1.31546636181029,103.834295750594,7,1,2
BALMORAL CRESCENT,GOODWOOD GARDENS,10,1.3146621502983,103.834178223122,8,1,2
MARGATE ROAD,SANTA FE MANSIONS,15,1.30013291374093,103.88876823652,4,0,4
ST. MICHAEL'S ROAD,RIVERSIDE MELODIES,12,1.32730832840836,103.8644767861,5,3,2
MOUNT SINAI RISE,THE MARBELLA,10,1.314721472629,103.778773989645,2,0,1
WEST COAST CRESCENT,WESTCOVE CONDOMINIUM,5,1.29752089480499,103.766331687461,0,0,0
JALAN SEMPADAN,VILLA MARINA,15,1.3110605533014,103.9279625451,2,1,1
BEDOK ROAD,COUNTRY PARK CONDOMINIUM,16,1.32117464442309,103.954787463114,1,1,2
LORONG K TELOK KURAU,VERANDA,15,1.31233587446047,103.909950111168,6,0,1
EWE BOON ROAD,CHATEAU LE FAME,10,1.31658622093571,103.829235557723,8,1,3
PALM GROVE AVENUE,PALM HAVEN,19,1.36056329663671,103.8777118549,3,0,1
MOUNT FABER ROAD,THE PEARL @ MOUNT FABER,4,1.2708927315184,103.824144356363,4,0,3
KOVAN ROAD,RESIDENTIAL APARTMENTS,19,1.3584957813131,103.881233534928,3,2,1
ST. PATRICK'S ROAD,ST PATRICK'S GREEN,15,1.30852360222632,103.913880478426,6,1,1
STILL ROAD,STILL MANSIONS,15,1.30854402717824,103.908875714181,7,1,2
KIM KEAT ROAD,KIM KEAT HOUSE,12,1.32537759323296,103.85401668753,2,1,0
LORONG L TELOK KURAU,HERITAGE RESIDENCES,15,1.31255760997324,103.912955503031,7,0,2
SUFFOLK ROAD,TEN @ SUFFOLK,11,1.3145899979855,103.844453396673,7,2,4
HILLVIEW AVENUE,MERALODGE,23,1.35416438712436,103.761454232116,1,0,0
NEWTON ROAD,TRILIGHT,11,1.31447883237245,103.839899712589,10,2,3
DUNMAN ROAD,FORTUNE JADE,15,1.309917518417,103.894838452185,11,0,3
JALAN LOYANG BESAR,CASA PASIR RIS,17,1.37939195187997,103.96368774531,1,0,0
LORONG J TELOK KURAU,JERSEY LODGE,15,1.31441955822584,103.914957327013,5,0,2
LEONIE HILL ROAD,NEW FUTURA,9,1.29831388043611,103.834269820035,5,3,4
BUKIT TIMAH ROAD,CORONATION SHOPPING PLAZA,10,1.32383512178759,103.809999570047,8,3,4
HAIGSVILLE DRIVE,HAIG TEN,15,1.31009671517982,103.897769945912,8,3,1
LORONG ONG LYE,CASA ROSA,19,1.34623540384161,103.8796434622,7,0,3
JURONG EAST STREET 13,WESTMERE,22,1.33758505557106,103.736682684179,3,0,2
LORONG N TELOK KURAU,EAST TREASURE,15,1.30945102537494,103.910788370526,8,1,2
BALMORAL CRESCENT,BALMORAL CREST,10,1.31585628957472,103.834009973852,7,1,2
PARRY AVENUE,PARRY COURT,19,1.36396358971437,103.880587133601,2,0,1
TAMARIND ROAD,SERENITY PARK,28,1.38822776284514,103.858740468004,0,0,0
TEMBELING ROAD,VITRA,15,1.30955493460419,103.903168096964,7,4,1
FLOWER ROAD,RESIDENTIAL APARTMENTS,19,1.36028604477706,103.881277091133,1,2,1
KAMPONG JAVA ROAD,PARC CENTENNIAL,9,1.31317508970172,103.84379589573,7,2,5
POH HUAT ROAD WEST,NOUVELLE PARK,19,1.36721799313032,103.877356276184,3,0,0
SOMMERVILLE WALK,SOMMERVILLE LOFT,13,1.34366958875438,103.869789827423,6,0,3
SCOTTS ROAD,SCOTTS 28,9,1.30980898738366,103.834917913837,6,2,4
MOUNT FABER ROAD,MOUNT FABER LODGE,4,1.2689003201228,103.824635539269,4,1,3
RIVER VALLEY ROAD,CRYSTAL COURT,10,1.29414630960587,103.826988034433,1,3,4
JANSEN ROAD,JANSEN SPRING,19,1.35935551629112,103.878060173394,3,0,1
LORONG M TELOK KURAU,KNOX VIEW,15,1.31074029107288,103.909692372634,7,1,1
JALAN WAKAFF,RADIX,15,1.31793519832275,103.911405017563,1,0,2
JERVOIS ROAD,JERVOIS LODGE,10,1.29363933147639,103.823498620439,1,2,3
PASIR PANJANG ROAD,PALM GREEN,5,1.29123419998705,103.76933030729,0,0,0
GUILLEMARD ROAD,GRANDLINK SQUARE,14,1.3141912983094,103.891500511011,6,3,4
JALAN TAMAN,THE ABERDEEN,12,1.32553401753237,103.86549809331,5,1,3
LORONG 25A GEYLANG,ENG APARTMENTS,14,1.31418513616608,103.882905262718,5,3,3
ANG MO KIO CENTRAL 3,GRANDEUR 8,20,1.37544442670241,103.846817673413,5,1,2
TOH TUCK ROAD,THE BEVERLY,21,1.33933394041963,103.767330021841,3,0,1
ANG MO KIO AVENUE 9,NUOVO,20,1.38436749012019,103.84241031276,4,0,2
SEA AVENUE,CHAPEL COURT,15,1.30548937473146,103.907426569866,6,5,2
JALAN LOYANG BESAR,LIGHTHOUSE,17,1.37829380600619,103.959135610337,3,2,0
SINARAN DRIVE,APLETON VIEW,11,1.31906972390327,103.846101471001,5,5,1
LORONG H TELOK KURAU,THE VERTE,15,1.31669304380828,103.9141414281,1,0,1
UPPER PAYA LEBAR ROAD,LA DOLCE VITA,19,1.3460907678318,103.880718486934,8,0,2
EASTWOOD ROAD,LAGUNA 88,16,1.32182560981051,103.958564798045,0,1,1
LORONG 15 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31333207098759,103.878218583353,2,3,3
ROBIN ROAD,PROXIMO,10,1.31736223877921,103.82875324222,8,1,2
BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,10,1.31425123117332,103.836041963599,6,1,2
RIVER VALLEY ROAD,RESIDENCES AT 338A,9,1.29635617157406,103.837991072981,5,2,6
KIM KEAT ROAD,VICTORY HEIGHTS,12,1.32441624017727,103.85260347559,2,1,0
YUAN CHING ROAD,PARK VIEW MANSION,22,1.33316112133803,103.725430550743,1,1,0
ST. THOMAS WALK,ST THOMAS COURT,9,1.29750880469903,103.836268849611,5,2,4
AMBER ROAD,AMBER SKYE,15,1.29962978981916,103.898114344383,4,0,2
LORONG SELANGAT,SERENE VIEW MANSIONS,13,1.3457431917443,103.868360580904,5,0,4
CHOA CHU KANG NORTH 6,YEW MEI GREEN,23,1.39445329185302,103.751341514747,3,0,1
ROSE LANE,TAIPAN JADE,15,1.3100167617003,103.894020622783,9,0,3
KIM KEAT LANE,CALARASI,12,1.32377306099593,103.854363234114,2,1,1
HOW SUN CLOSE,CRYSTAL DE AZURE,19,1.34351875675561,103.881905451986,7,0,1
JALAN MATA AYER,NORTHWOOD,27,1.42692706476903,103.82405303932,1,0,0
LIM TUA TOW ROAD,CASA RIVIERA,19,1.35485519692618,103.875760568547,4,0,2
LORONG 13 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31315255602735,103.877522007799,2,2,3
JOO CHIAT TERRACE,ASPEN LOFT,15,1.31490223556133,103.904709645973,2,1,1
UPPER SERANGOON ROAD,D'PAVILION,19,1.35632310011079,103.880402296473,5,1,1
ROBERTSON QUAY,THE QUAYSIDE,9,1.29008339576408,103.839199219609,2,2,8
DRAYCOTT DRIVE,THE ARC AT DRAYCOTT,10,1.30921416741461,103.830896261502,0,5,4
THOMSON ROAD,THOMSON EURO-ASIA,11,1.31805872665983,103.844682051372,5,5,3
LORONG N TELOK KURAU,ETON COURT,15,1.31005493082979,103.911335554607,8,1,1
UPPER SERANGOON ROAD,THE OLD HOUSE,19,1.36269480854643,103.887427905362,3,1,1
JALAN MUTIARA,MUTIARA VIEW,10,1.29537581262615,103.828484302476,2,4,4
BISHAN STREET 11,BISHAN LOFT,20,1.34704896426356,103.852277045024,17,2,3
HILLSIDE DRIVE,HILLSIDE MANSIONS,19,1.35827540489293,103.877119519016,3,0,2
TRURO ROAD,RESIDENTIAL APARTMENTS,8,1.31417574692492,103.849438287463,6,1,4
LEONIE HILL ROAD,LEONIE HILL RESIDENCES,9,1.29732760228353,103.83322191012,5,2,5
FARRER ROAD,GALLOP GABLES,10,1.3158426419275,103.807444059548,3,0,1
KIM YAM ROAD,OLEANAS RESIDENCE,9,1.29344961581056,103.838888915765,4,2,5
UPPER SERANGOON ROAD,RESIDENTIAL APARTMENTS,19,1.35778430325026,103.882565934846,7,2,1
OXLEY ROAD,VALLEY MANSION,9,1.29658018008284,103.840472332291,6,1,6
OCEAN DRIVE,THE BERTH BY THE COVE,4,1.25004849376758,103.846319306506,0,0,0
SEMBAWANG CRESCENT,SKYPARK RESIDENCES,27,1.44405152662976,103.819525889968,3,2,1
GUILLEMARD ROAD,RESIDENTIAL APARTMENTS,14,1.31051661090416,103.890733987284,7,1,3
LORONG K TELOK KURAU,KINGS APARTMENTS,15,1.31191154335489,103.907721956198,4,1,0
LANGSAT ROAD,STILL 123,15,1.31606027614435,103.905221925833,3,1,1
CARPMAEL ROAD,SHEBA LODGE,15,1.3133350986259,103.897675931626,8,6,3
DRAYCOTT DRIVE,RESIDENTIAL APARTMENTS,10,1.30960618620265,103.832184381576,1,4,4
EAST COAST ROAD,UNITED MANSION,15,1.31125206992852,103.921737475803,9,2,2
HOLLAND AVENUE,WARNER COURT,10,1.30996393214841,103.796330683977,0,4,5
BOON TECK ROAD,KINGSLEY MANSIONS,12,1.32719478492029,103.84988000351,1,2,1
MOUNTBATTEN ROAD,MOUNTBATTEN REGENCY,15,1.30269302592246,103.897868727484,6,0,2
HAIG ROAD,HAIG LODGE,15,1.30820970588592,103.89867287524,8,1,2
LORONG N TELOK KURAU,THE AMBROSIA,15,1.31036560075556,103.916633279484,7,0,1
SCOTTS ROAD,SCOTTS HIGHPARK,9,1.31236169056653,103.836727303615,6,1,2
KIM SENG ROAD,THE COSMOPOLITAN,9,1.29578197832221,103.832416192541,3,2,5
SIXTH AVENUE,DYNASTY GARDEN,10,1.3233259419597,103.792045837686,1,0,1
GREENWOOD AVENUE,RESIDENTIAL APARTMENTS,11,1.33398533314023,103.80511835585,6,1,2
WAN THO AVENUE,WAN THO LODGE,13,1.33316255280876,103.870948787269,6,5,2
LORONG 6 GEYLANG,CANBERLIN LODGE,14,1.30944640897271,103.876928896198,0,2,3
ANG MO KIO AVENUE 9,FAR HORIZON GARDENS,20,1.38320877445053,103.838551545698,5,0,2
LORONG ONG LYE,ROSALIA PARK,19,1.34886242898882,103.878879141705,8,1,3
PULASAN ROAD,GALLERY 8,15,1.31178498584081,103.906034854282,5,2,1
LORONG 20 GEYLANG,SUNFLOWER REGENCY,14,1.3112844032004,103.881516089364,3,4,3
HOLLAND ROAD,THE SERENADE @ HOLLAND,10,1.31846463946904,103.7798585243,2,0,1
KOON SENG ROAD,ALPHA APARTMENTS,15,1.31183807963778,103.905403243169,7,2,1
GREENDALE AVENUE,HILLCREST PARK,11,1.33198053695709,103.807394812379,7,1,1
LORONG 34 GEYLANG,SUNFLOWER LODGE,14,1.31359813614381,103.887912449228,5,2,4
BUKIT TIMAH ROAD,CASA ESPERANZA,21,1.33490889638351,103.78345211809,1,2,1
JALAN DUSUN,NEW COURT,12,1.32812868583745,103.843675063421,9,3,3
LORONG 30 GEYLANG,COSY 23,14,1.3125776569644,103.886492342637,6,4,5
LEICESTER ROAD,PARC ASTON,13,1.33012670355272,103.867597994875,6,3,1
BISHAN STREET 21,BISHAN 8,20,1.34947644493454,103.847038124284,19,3,3
KOVAN ROAD,KOVANA,19,1.35755530701427,103.880781824863,3,1,1
YIO CHU KANG ROAD,HIGHLAND CENTRE,19,1.35538775194974,103.877259450345,4,1,2
ANGULLIA PARK,TWENTYONE ANGULLIA PARK,9,1.30376655553905,103.830033474096,2,5,3
CAVENAGH ROAD,CAVENAGH GARDENS,9,1.3047460376708,103.840877644324,6,1,7
DAISY ROAD,DAISY LODGE,13,1.34443842966792,103.8675267343,5,0,4
HAIG ROAD,THE PROMINENCE,15,1.31049647245788,103.897501382008,8,3,3
MANDALAY ROAD,MONARCHY APARTMENTS,11,1.32479229453516,103.85012690661,6,2,2
BALMORAL PARK,PINETREE CONDOMINIUM,10,1.31498987777031,103.829293820223,8,0,3
GUILLEMARD ROAD,GUILLEMARD VIEW,14,1.31103276112231,103.886630140814,7,4,4
AMBER ROAD,AMBER RESIDENCES,15,1.29897474563265,103.899038172699,2,0,2
DAIRY FARM ROAD,THE DAIRY FARM,23,1.36392546669843,103.768843764834,3,1,2
FERNWOOD TERRACE,FERNWOOD TOWERS,15,1.30942654360105,103.925248525251,6,2,1
RACE COURSE ROAD,RACE COURSE MANSION,8,1.30955311261014,103.852103645749,4,3,5
JOO CHIAT PLACE,JOO CHIAT VERBENA,15,1.31473143131445,103.906909758761,2,0,2
RAMBUTAN ROAD,EAST VIEW 18,15,1.31328174728474,103.904852255354,3,1,1
PINE GROVE,PINE GROVE,21,1.31835478155054,103.775056711399,3,0,1
HAIG ROAD,TAIPAN REGENCY,15,1.3071586734121,103.899082907118,8,1,2
LORONG 33 GEYLANG,DELIGHT COURT,14,1.31514147457982,103.888042831488,5,3,4
RIVERVALE LINK,PARK GREEN,19,1.38021784521935,103.899857253068,6,1,1
ANDERSON ROAD,AVALON,10,1.31297120500789,103.828102208138,4,0,2
PANDAN VALLEY,PANDAN VALLEY,21,1.31914163941165,103.777127110124,2,0,1
PASIR RIS DRIVE 4,THE ESPARIS,18,1.36889804410344,103.95979978405,6,1,0
HAIG AVENUE,ROSE MAISON,15,1.30761926929635,103.899715431817,7,1,2
LORONG TAHAR,RESIDENTIAL APARTMENTS,14,1.31253972424726,103.87560963624,1,4,2
BUKIT TIMAH ROAD,SIXTH AVENUE CENTRE,10,1.33143049540259,103.79500253329,5,1,1
DRAYCOTT PARK,DRAYCOTT EIGHT,10,1.31105604490125,103.832081056609,3,1,4
LORONG K TELOK KURAU,CASTLE LOFT,15,1.31297988361052,103.911291785566,8,0,2
LORONG N TELOK KURAU,GLAMOUR VILLE,15,1.30938443720972,103.908480704834,5,1,2
JALAN ARUAN,RESIDENTIAL APARTMENTS,9,1.31302656658816,103.842810141733,8,2,4
UPPER EAST COAST ROAD,VENEZIO,16,1.3148123135852,103.942590382344,2,0,2
BEDOK SOUTH AVENUE 3,BEDOK COURT,16,1.32226659660897,103.944669321079,3,1,2
JOO CHIAT PLACE,EASTERN RESIDENCE,15,1.3149472094487,103.907632064561,2,0,2
AVA ROAD,AVA TOWERS,12,1.32222530186955,103.851774865079,6,1,1
LORONG SALLEH,THE LATTIZ,14,1.32423180591114,103.906234493187,6,1,2
FIFTH AVENUE,FIFTH AVENUE CONDOMINIUM,10,1.32990557515187,103.795822461899,6,1,1
CLAYMORE HILL,CLAYMORE PLAZA,9,1.30681455140449,103.83161179273,3,6,4
LENGKONG EMPAT,D - HERITAGE APARTMENTS,14,1.32831187101076,103.912674237605,2,0,3
MARTABAN ROAD,ECOVILLE,12,1.32383024362223,103.850890339366,6,0,1
WOODGROVE DRIVE,WOODGROVE CONDOMINIUM,25,1.4290046460223,103.7823694182,8,1,2
JALAN TENGGIRI,D'SAVILLE,15,1.30783713533395,103.914288499797,6,1,1
LORONG J TELOK KURAU,J COURT,15,1.31263191926118,103.90763813785,4,1,1
LORONG 39 GEYLANG,SIMS RESIDENCES,14,1.31607412947418,103.891092837354,5,6,4
EAST COAST ROAD,MAYFAIR RESIDENCES,15,1.3098169954035,103.914314726376,6,1,1
LORONG 31 GEYLANG,CAMELLIA LODGE,14,1.31535537044873,103.886535887931,5,4,4
PASIR PANJANG HILL,KENTVIEW PARK,5,1.28191694352023,103.785707663012,0,0,2
UPPER THOMSON ROAD,RESIDENTIAL APARTMENTS,26,1.37007517956729,103.827677980584,1,2,1
LORONG 16 GEYLANG,CRYSTAL LODGE,14,1.31139887994503,103.879671115715,3,3,3
MARGATE ROAD,RIVAGE,15,1.29959462338254,103.88872582337,4,0,3
SIXTH AVENUE,SIXTH AVENUE VILLE,10,1.32953390607024,103.795231715299,6,1,1
AMBER ROAD,AMBER 45,15,1.30234997893113,103.901267900768,4,2,2
HOLLAND ROAD,QUINTERRA,10,1.31863081799085,103.780686822116,2,0,1
SERANGOON AVENUE 3,GOLDEN HEIGHTS,19,1.34960971895034,103.865925446023,5,0,3
YISHUN AVENUE 6,LILYDALE,27,1.42392837108866,103.849332055297,5,2,0
IQBAL AVENUE,TEACHER'S HOUSING ESTATE,26,1.38023739502373,103.830574130746,2,0,1
LORONG K TELOK KURAU,RESIDENTIAL APARTMENTS,15,1.31297988361052,103.911291785566,8,0,2
JALAN KEMAMAN,RESIDENTIAL APARTMENTS,12,1.32662959393194,103.85053208105,1,2,1
BOON LAY DRIVE,SUMMERDALE,22,1.3425169918577,103.711734070194,6,1,1
BUTTERWORTH LANE,DAWN VILLE,15,1.3125313169466,103.89458179066,9,2,3
JOO CHIAT TERRACE,RESIDENTIAL APARTMENTS,15,1.31474253282808,103.902421310724,3,6,1
IPOH LANE,RITZ REGENCY,15,1.31136807031033,103.89476676733,11,1,3
MEYAPPA CHETTIAR ROAD,MEYA LODGE,13,1.33081037411595,103.867065998586,5,3,1
LORONG SARHAD,SARHAD VILLE,5,1.28071178129837,103.788536382694,0,0,2
HERTFORD ROAD,HERTFORD MANSION,8,1.3128109735379,103.848314426322,7,1,4
UPPER SERANGOON ROAD,GRAND REGALIA,19,1.35707280748098,103.881090341686,5,2,1
WILKIE ROAD,JIA,9,1.30244590773606,103.847532468776,5,4,11
HACIENDA GROVE,THE HACIENDA,15,1.31371146216196,103.926782371376,4,2,1
ST. THOMAS WALK,SAM KIANG MANSIONS,9,1.29840164434192,103.835357288285,5,3,4
MARINE PARADE,MARINE VILLE,15,1.30460442730697,103.906603298066,6,7,2
CHUN TIN ROAD,MEADOWLODGE,21,1.34148201148685,103.773378872351,3,3,1
CHANCERY LANE,CHANCERY ESQUIRE,11,1.31765462879831,103.836535043005,5,1,3
BUKIT BATOK STREET 21,THE DEW,23,1.34624581205391,103.756178960696,4,4,1
ST. PATRICK'S ROAD,ST PATRICK'S RESIDENCES,15,1.30817759603011,103.914651758132,6,1,1
DUKU ROAD,CANNAVILLE,15,1.30911282141402,103.905436552041,7,5,1
HILLVIEW AVENUE,HILLVIEW APARTMENTS,23,1.3560153779275,103.762587763182,1,0,1
WOO MON CHEW ROAD,POH HENG COURT,15,1.3137519651045,103.929121494681,4,1,1
PATERSON ROAD,THE PATERSON,9,1.30259284877615,103.829675836055,2,3,3
MOUNT SINAI DRIVE,RIDGEWOOD,10,1.31692109145559,103.779767539494,2,0,1
BUTTERWORTH LANE,BUTTERWORTH VIEW,15,1.31271777977328,103.895271676171,9,5,3
LORONG 35 GEYLANG,BAODE BUILDING,14,1.31519332622797,103.888717565728,5,2,4
KENG LEE ROAD,KENG LEE VIEW,8,1.31396457521939,103.845976878698,7,3,6
DUKU ROAD,DUKU APARTMENTS,15,1.31070547627456,103.906123974871,6,2,1
OCEAN DRIVE,THE OCEANFRONT @ SENTOSA COVE,4,1.24374601223412,103.842511120506,0,1,0
LORONG K TELOK KURAU,NATURE MANSIONS,15,1.31232627740589,103.910392393976,7,0,1
UPPER THOMSON ROAD,PEIRCE VIEW,20,1.37175697361337,103.828179854072,2,2,1
BISHAN STREET 25,CLOVER BY THE PARK,20,1.35924248632998,103.845377575704,4,2,2
ST. MICHAEL'S ROAD,THE MORNINGTON,12,1.32618605863823,103.863993596759,5,3,2
RIVER VALLEY CLOSE,THE REGALIA,9,1.29520286174263,103.836921549212,5,1,4
ST. FRANCIS ROAD,ST FRANCIS LODGE,12,1.32480413933797,103.864179093295,5,2,3
NEWTON ROAD,NEWTON LODGE,11,1.31756869967119,103.841183539314,10,5,3
BEDOK ROAD,BEDOK SHOPPING COMPLEX,16,1.33188959185827,103.948332182832,5,2,1
KOON SENG ROAD,CASA FELIZ,15,1.3120905277435,103.904376279072,6,2,1
SING AVENUE,RESIDENTIAL APARTMENTS,8,1.31514549020842,103.854190284389,7,5,3
LORONG 8 GEYLANG,GOODVIEW APARTMENTS,14,1.31163885880473,103.87683807349,1,3,4
NEWTON ROAD,NEWTON ONE,11,1.31404986796426,103.839452778834,10,0,3
HOUGANG AVENUE 7,THE FLORIDA,19,1.37393257481075,103.901140296964,5,1,0
WESTWOOD AVENUE,THE FLORAVALE,22,1.35101805543217,103.697190332993,2,1,0
WOODLANDS DRIVE 72,WOODSVALE,25,1.44411840891704,103.804444768882,4,3,1
FERNHILL ROAD,THE FERNHILL,10,1.31435168745936,103.825965464888,3,0,2
LORONG H TELOK KURAU,TELOK KURAU LODGE,15,1.31641764031269,103.909810113724,3,0,2
CASHEW ROAD,CASHEW HEIGHTS CONDOMINIUM,23,1.37208103125372,103.767973690319,5,0,1
JERVOIS ROAD,CASA JERVOIS,10,1.29473553604742,103.818989337771,1,0,1
LORONG 8 GEYLANG,FAMILIE MANSIONS,14,1.30983669240885,103.877503215165,0,2,4
SERAYA LANE,SERAYA VILLE,15,1.30751139870451,103.899998747467,7,2,2
CHWEE CHIAN ROAD,BANYAN CONDOMINIUM,5,1.27795279258227,103.788283045426,0,1,2
LEONIE HILL,RIVERSHIRE,9,1.29673744760827,103.833005715415,5,2,5
LORONG H TELOK KURAU,TG MANSION,15,1.31684296783039,103.911840446091,1,0,1
WILKIE ROAD,WILKIE 87,9,1.30309676804772,103.846902022519,7,4,10
LORONG 1 REALTY PARK,PEOPLE'S GARDEN,19,1.36654447721848,103.891489627476,6,0,1
SUNSET WAY,FREESIA WOODS,21,1.32381983979324,103.766878388655,3,2,1
TOH TUCK ROAD,HIGHGATE,21,1.3412455031561,103.765326950008,2,0,0
LORONG 19 GEYLANG,SIMS POINT,14,1.31312217027915,103.879474779,2,3,3
MOUNT SINAI DRIVE,MONTVIEW,10,1.31668276541345,103.777328871131,2,0,1
RIVER VALLEY ROAD,TWO8ONE STUDIO,9,1.29571705287656,103.839861034802,5,1,6
JALAN TAMAN,ST MICHAEL'S PLACE,12,1.32505522536131,103.865178186819,5,1,3
SUNSHINE TERRACE,THE SUNSHINE,19,1.3462198480104,103.871951011761,5,1,3
HILLVIEW AVENUE,HILLVIEW RESIDENCE,23,1.35590905178528,103.76073531599,1,0,0
TELOK KURAU ROAD,MERLOT VILLE,15,1.31050848639697,103.911965259921,7,0,1
EAST COAST ROAD,POSHGROVE EAST,15,1.30875089812796,103.909481683586,8,1,2
LORONG 29 GEYLANG,TORIEVIEW MANSIONS,14,1.31440664015595,103.886314457707,5,4,4
ST. MICHAEL'S ROAD,THE RICHMOND,12,1.32492428414092,103.86440663349,5,2,3
ROSYTH ROAD,ROSYTH LODGE,19,1.36315342571197,103.874411909823,2,0,0
BALMORAL PARK,THE SOLITAIRE,10,1.31478575074088,103.82706249682,6,0,2
JOO CHIAT PLACE,JOO CHIAT MANSIONS,15,1.31414358091839,103.904364654172,3,0,1
BALESTIER ROAD,SHAW PLAZA - TWIN HEIGHTS,12,1.32471984327386,103.851722813244,2,1,2
MEYER ROAD,THE BELVEDERE,15,1.29704864771761,103.88764477781,4,0,1
CACTUS DRIVE,GRANDE VISTA,28,1.38879912168555,103.852035348555,0,0,0
LIM AH PIN ROAD,PIN MANSIONS,19,1.364544415936,103.885943416647,5,0,1
JERVOIS ROAD,DORMER PARK,10,1.29480058255914,103.821972023459,1,0,2
ROBERTSON QUAY,ROBERTSON BLUE,9,1.29026307473852,103.837158903917,2,0,4
UPPER PAYA LEBAR ROAD,YIKAI COURT,19,1.34810123517193,103.879977476003,8,1,3
SURREY ROAD,RESIDENTIAL APARTMENTS,11,1.31601025404321,103.842350128566,10,3,3
MOULMEIN RISE,1 MOULMEIN RISE,11,1.31908636997896,103.847053580169,6,5,1
CUSCADEN ROAD,CUSCADEN RESIDENCES,10,1.30466347810957,103.826434239291,0,4,4
BROOKE ROAD,THE PALLADIUM,15,1.30335962300903,103.903885730249,7,6,2
BOON TECK ROAD,BOON TECK APARTMENTS,12,1.3271864871616,103.850648468442,1,2,1
KIM SENG ROAD,CENTENNIA SUITES,9,1.29293391960903,103.833590038162,2,2,2
LORONG 33 GEYLANG,EN FU MANSIONS,14,1.31515101324859,103.887775580159,5,3,4
LORONG M TELOK KURAU,CANDEVILLE,15,1.31094766718423,103.910639865717,8,1,1
UPPER EAST COAST ROAD,BREEZE BY THE EAST,16,1.31413757436291,103.937742477406,1,0,2
LORONG 8 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31045214308372,103.877213009392,0,2,4
BALMORAL PARK,PINEWOOD GARDENS,10,1.31619304558069,103.829003665038,8,1,3
JALAN LOYANG BESAR,SANDY PALM,17,1.37889853918179,103.959628801553,3,0,0
RIVERVALE LINK,THE RIVERVALE,19,1.38001083900926,103.898739652792,7,1,1
KENSINGTON PARK DRIVE,KENSINGTON PARK CONDOMINIUM,19,1.36684918030179,103.868520332745,3,1,0
LORONG 16 GEYLANG,CANBERLIN APARTMENTS,14,1.31068444913989,103.879834705472,3,2,3
UPPER EAST COAST ROAD,THE TROPIC GARDENS,16,1.31384957032818,103.938098437733,1,0,2
CHERRY AVENUE,VILLA AZURA,10,1.33172521206895,103.79299075159,0,1,1
